,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
32,-254,943,980,23.357691,25.0762,-436.5012860000002,-0.07357358225177313,2017-11-09,2018-01-02,54 days 00:00:00.000000000
33,218,980,981,25.126352400000002,26.5513,310.6385767999999,0.05671127974787127,2018-01-02,2018-01-03,1 days 00:00:00.000000000
34,-219,981,996,26.498197400000002,31.9599,-1196.1128693999997,-0.2061160054608091,2018-01-03,2018-01-26,23 days 00:00:00.000000000
35,144,996,997,32.0238198,32.4516,61.60034880000012,0.013358187832420931,2018-01-26,2018-01-29,3 days 00:00:00.000000000
36,-144,997,1044,32.386696799999996,46.0222,-1963.5124608000003,-0.42102173260225806,2018-01-29,2018-04-11,72 days 00:00:00.000000000
37,58,1044,1048,46.1142444,39.3352,-393.1845751999998,-0.14700543157983514,2018-04-11,2018-04-17,6 days 00:00:00.000000000
38,-59,1048,1253,39.2565296,32.009,427.6042464,0.18461972247286984,2018-04-17,2019-02-13,302 days 00:00:00.000000000
39,85,1253,1260,32.073018,33.6316,132.4794700000001,0.048594803270462394,2019-02-13,2019-02-22,9 days 00:00:00.000000000
40,-85,1260,1268,33.5643368,34.025,-39.15637199999992,-0.013724781834509425,2019-02-22,2019-03-06,12 days 00:00:00.000000000
41,83,1268,1276,34.09305,36.5818,206.56625000000025,0.07299874901189551,2019-03-06,2019-03-18,12 days 00:00:00.000000000
42,-83,1276,1352,36.5086364,32.3532,344.90122119999995,0.11382064107987333,2019-03-18,2019-07-08,112 days 00:00:00.000000000
43,104,1352,1359,32.4179064,33.9266,156.9041344000001,0.04653889678699308,2019-07-08,2019-07-17,9 days 00:00:00.000000000
44,-104,1359,1401,33.8587468,39.1877,-554.2111328000001,-0.15738778613034787,2019-07-17,2019-09-16,61 days 00:00:00.000000000
45,76,1401,1437,39.2660754,41.597,177.15026960000023,0.059362301331495004,2019-09-16,2019-11-05,50 days 00:00:00.000000000
46,-76,1437,1466,41.513806,42.2,-52.15074400000003,-0.01652929630205424,2019-11-05,2019-12-16,41 days 00:00:00.000000000
47,73,1466,1472,42.284400000000005,44.55,165.38879999999943,0.053580043704060776,2019-12-16,2019-12-24,8 days 00:00:00.000000000
48,73,1472,1483,44.6391,47.75,227.09570000000008,0.06969002511251343,2019-12-24,2020-01-09,16 days 00:00:00.000000000
49,-73,1483,1561,47.6545,37.95,708.4284999999998,0.20364288786998075,2020-01-09,2020-05-08,120 days 00:00:00.000000000
50,110,1561,1562,38.0259,38.5,52.150999999999996,0.01246781798721397,2020-05-08,2020-05-11,3 days 00:00:00.000000000
51,110,1562,1574,38.577,42.75,459.0300000000002,0.10817326386188664,2020-05-11,2020-05-27,16 days 00:00:00.000000000
